,menu,co2
4,녹차라떼,0.12765496414179184
12,당근케이크,1.8085528904888948
3,바닐라라떼,0.2057257955136596
1,아메리카노,0.06932681989953612
0,에스프레소,0.02309653217463411
9,젤라또,2.225674061635194
8,조각케이크,2.2151339978526914
6,청포도에이드,0.11764500530193142
2,카페라떼,0.14641175950612606
13,쿠키,0.34078984585477495
7,티라미수,2.2151339978526914
10,푸딩,1.1246064911638907
5,한라봉에이드,0.126343605693953
11,한라봉주스,0.021746500980053988
